City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
439,Berdigestyakh,RU,2021-12-05 23:04:14,62.0989,126.6992,-9.71,92,100,7.87,overcast clouds
440,Sibu,MY,2021-12-05 23:04:14,2.3,111.8167,73.29,100,100,0.92,light rain
441,Mazatlan,MX,2021-12-05 23:02:13,23.2167,-106.4167,79.02,77,75,3.0,broken clouds
442,Ulaanbaatar,MN,2021-12-05 23:04:15,47.9077,106.8832,10.74,81,4,5.1,clear sky
443,Nichinan,JP,2021-12-05 23:04:15,31.6,131.3667,52.14,76,86,7.11,overcast clouds
444,Talaya,RU,2021-12-05 23:04:16,61.3833,152.75,-42.03,100,69,1.01,broken clouds
445,Kushmurun,KZ,2021-12-05 23:04:16,52.4503,64.6311,23.58,88,100,9.22,overcast clouds
446,Kang,BW,2021-12-05 23:04:16,-23.6752,22.7876,68.68,76,69,5.14,broken clouds
447,Richards Bay,ZA,2021-12-05 23:03:54,-28.783,32.0377,76.96,75,96,14.88,overcast clouds
448,Kysyl-Syr,RU,2021-12-05 23:04:17,63.8986,122.7617,-29.6,96,47,5.77,scattered clouds
449,Tahta,EG,2021-12-05 23:04:17,26.7693,31.5021,58.75,57,100,5.3,overcast clouds
450,Kosjeric,RS,2021-12-05 23:04:18,43.9961,19.9069,38.55,99,100,0.83,light rain
451,Dolores,AR,2021-12-05 23:00:02,-36.3132,-57.6792,61.95,92,91,7.96,overcast clouds
452,Sao Paulo De Olivenca,BR,2021-12-05 23:04:18,-3.3783,-68.8725,74.89,98,94,2.62,overcast clouds
453,Zhoucheng,CN,2021-12-05 23:04:19,35.9122,116.3117,38.39,62,40,1.52,scattered clouds
454,Zaysan,KZ,2021-12-05 23:04:19,47.4667,84.8667,19.31,85,95,1.05,overcast clouds
455,Arak,IR,2021-12-05 23:04:19,34.0917,49.6892,40.98,26,15,4.16,few clouds
456,Saint-Pierre,RE,2021-12-05 23:03:56,-21.3393,55.4781,76.64,73,0,4.61,clear sky
457,Panguna,PG,2021-12-05 23:04:20,-6.3164,155.4848,75.96,83,100,3.83,overcast clouds
458,Ust-Kuyga,RU,2021-12-05 23:04:20,70.0167,135.6,-24.59,100,100,3.15,overcast clouds
459,Asau,RO,2021-12-05 23:04:20,46.4333,26.4,33.96,82,93,3.33,overcast clouds
460,Verkhnevilyuysk,RU,2021-12-05 23:04:20,63.4453,120.3167,-29.47,94,27,5.32,scattered clouds
461,Aqtobe,KZ,2021-12-05 23:04:21,50.2797,57.2072,26.69,86,75,8.95,broken clouds
462,Gibara,CU,2021-12-05 23:05:21,21.1097,-76.1317,79.92,84,100,14.61,overcast clouds
463,Solnechnyy,RU,2021-12-05 23:05:21,50.7214,136.6319,10.8,94,97,4.63,overcast clouds
464,Kollo,NE,2021-12-05 23:05:22,13.3043,2.339,76.26,14,2,8.63,clear sky
465,Tautira,PF,2021-12-05 23:01:51,-17.7333,-149.15,86.02,74,80,16.37,broken clouds
466,Mglin,RU,2021-12-05 23:05:22,53.0591,32.8475,26.87,89,100,6.49,overcast clouds
467,Isla Vista,US,2021-12-05 23:05:23,34.4133,-119.861,83.07,56,1,5.75,clear sky
468,Veraval,IN,2021-12-05 23:05:23,20.9,70.3667,72.32,60,0,11.36,clear sky
469,Manakara,MG,2021-12-05 23:05:23,-22.1333,48.0167,74.23,93,4,6.46,light rain
470,Quatre Cocos,MU,2021-12-05 23:04:23,-20.2078,57.7625,78.1,71,28,11.77,scattered clouds
471,Acapulco,MX,2021-12-05 23:02:31,16.8634,-99.8901,84.02,74,1,5.75,clear sky
472,Karmala,IN,2021-12-05 23:05:24,18.4167,75.2,70.32,62,33,4.7,scattered clouds
473,Carbonia,IT,2021-12-05 23:05:24,39.1672,8.5222,43.99,75,100,17.54,light rain
474,Nome,US,2021-12-05 23:03:34,64.5011,-165.4064,32.07,87,90,26.46,light snow
475,Monroe,US,2021-12-05 23:05:25,43.1501,-77.6831,39.58,64,90,13.8,overcast clouds
476,Cutro,IT,2021-12-05 23:05:25,39.0353,16.9819,51.06,78,28,13.15,scattered clouds
477,Ono,JP,2021-12-05 23:05:25,34.85,134.9333,49.14,64,94,2.26,overcast clouds
478,Atasu,KZ,2021-12-05 23:01:51,48.6814,71.6433,31.71,98,100,6.58,light snow
479,Samarai,PG,2021-12-05 23:05:26,-10.6167,150.6667,83.43,73,99,9.62,overcast clouds
480,Araouane,ML,2021-12-05 23:05:26,18.9048,-3.5265,62.91,14,62,11.16,broken clouds
481,Xiongzhou,CN,2021-12-05 23:05:26,25.1167,114.3,44.6,67,0,1.45,clear sky
482,Moses Lake,US,2021-12-05 23:05:27,47.1301,-119.2781,38.61,41,1,3.44,clear sky
483,Coshocton,US,2021-12-05 23:03:04,40.272,-81.8596,52.52,63,99,1.01,overcast clouds
484,Pailitas,CO,2021-12-05 23:05:27,8.9565,-73.6255,79.74,80,76,2.62,broken clouds
485,Cockburn Town,TC,2021-12-05 23:05:27,21.4612,-71.1419,80.62,77,67,21.63,broken clouds
486,Nemuro,JP,2021-12-05 23:05:28,43.3236,145.575,38.12,73,3,15.3,clear sky
487,Vestmannaeyjar,IS,2021-12-05 23:03:11,63.4427,-20.2734,44.76,77,100,19.22,overcast clouds
488,Lidingo,SE,2021-12-05 23:05:28,59.3667,18.1833,21.09,83,90,6.91,light snow
489,Lanzhou,CN,2021-12-05 23:05:29,36.0564,103.7922,35.06,34,5,1.23,clear sky
490,Plouzane,FR,2021-12-05 23:05:29,48.3833,-4.6167,44.78,73,90,1.14,overcast clouds
491,Barabinsk,RU,2021-12-05 23:05:29,55.3571,78.357,24.42,91,81,12.28,broken clouds
492,Archidona,ES,2021-12-05 23:05:30,37.0965,-4.3887,49.37,84,4,4.21,clear sky
493,Fortuna,US,2021-12-05 23:05:30,40.5982,-124.1573,54.32,91,90,1.01,overcast clouds
494,Jalalabad,AF,2021-12-05 23:05:30,34.4265,70.4515,53.38,68,26,0.54,scattered clouds
495,Nuevo Imperial,PE,2021-12-05 23:05:31,-13.0754,-76.3172,67.39,84,100,3.85,overcast clouds
496,Kenai,US,2021-12-05 23:05:31,60.5544,-151.2583,19.15,92,90,8.05,snow
497,San Ramon,US,2021-12-05 23:05:31,37.7799,-121.978,65.3,74,1,3.0,haze
498,Disna,BY,2021-12-05 23:05:32,55.568,28.1971,17.49,95,100,7.61,overcast clouds
499,Pandamatenga,BW,2021-12-05 23:05:32,-18.5278,25.627,73.87,59,100,6.38,overcast clouds
500,Alpena,US,2021-12-05 23:05:32,45.0617,-83.4327,32.18,96,90,11.01,snow
501,Hazorasp,UZ,2021-12-05 23:05:33,41.3194,61.0742,30.04,79,18,8.93,few clouds
502,Bud,US,2021-12-05 23:05:33,39.447,-86.1758,57.88,92,100,15.35,overcast clouds
503,Reconquista,AR,2021-12-05 23:05:33,-29.15,-59.65,82.02,42,12,8.03,few clouds
504,Lev Tolstoy,RU,2021-12-05 23:06:34,53.2134,39.446,21.56,70,100,4.83,overcast clouds
505,Bethanien,NA,2021-12-05 23:06:34,-26.502,17.1583,58.41,59,0,6.42,clear sky
506,Beringovskiy,RU,2021-12-05 23:06:35,63.05,179.3167,6.84,81,100,35.99,overcast clouds
507,Kuah,MY,2021-12-05 23:06:35,6.3265,99.8432,78.1,71,78,14.45,broken clouds
508,Agropoli,IT,2021-12-05 23:06:35,40.3469,14.9966,49.28,86,100,5.79,overcast clouds
509,Mitsamiouli,KM,2021-12-05 23:03:31,-11.3847,43.2844,80.82,76,20,11.95,few clouds
510,Krasnoselkup,RU,2021-12-05 23:06:36,65.7,82.4667,-35.34,100,30,3.6,scattered clouds
511,Bethel,US,2021-12-05 23:05:42,41.3712,-73.414,43.16,53,75,4.61,broken clouds
512,Srandakan,ID,2021-12-05 23:06:36,-7.9386,110.2506,65.73,90,99,5.23,light rain
513,Fukue,JP,2021-12-05 23:06:36,32.6881,128.8419,57.38,61,100,6.24,overcast clouds
514,Marzuq,YE,2021-12-05 23:06:37,14.4,46.4667,59.81,39,3,1.83,clear sky
515,Hambantota,LK,2021-12-05 23:05:16,6.1241,81.1185,77.05,89,9,7.05,clear sky
516,Itarema,BR,2021-12-05 23:06:37,-2.9248,-39.9167,80.91,80,8,16.58,clear sky
517,Katherine,AU,2021-12-05 23:06:38,-14.4667,132.2667,79.12,83,75,10.36,broken clouds
518,Southbridge,US,2021-12-05 23:06:38,42.0751,-72.0334,38.52,60,99,1.99,overcast clouds
519,Liverpool,GB,2021-12-05 23:06:38,53.4106,-2.9779,39.18,90,75,1.01,broken clouds
520,Shenjiamen,CN,2021-12-05 23:05:25,29.9576,122.298,54.84,68,0,7.56,clear sky
521,Yerbogachen,RU,2021-12-05 23:06:39,61.2767,108.0108,-23.57,100,92,2.46,overcast clouds
522,Wegrow,PL,2021-12-05 23:06:39,52.3995,22.0163,35.55,90,100,5.79,overcast clouds
523,Manavadar,IN,2021-12-05 23:06:39,21.5,70.1333,70.02,57,0,8.14,clear sky
524,Sioux Falls,US,2021-12-05 23:06:40,43.55,-96.7003,34.97,57,90,29.93,overcast clouds
525,Ranfurly,NZ,2021-12-05 23:06:40,-45.1333,170.1,39.07,89,100,5.53,overcast clouds
526,Kings Park,US,2021-12-05 23:06:40,40.8862,-73.2573,45.79,57,98,1.99,overcast clouds
527,Caconda,AO,2021-12-05 23:06:41,-13.7333,15.0667,61.63,81,99,4.85,overcast clouds
528,Townsville,AU,2021-12-05 23:06:41,-19.25,146.8,85.08,62,40,14.97,scattered clouds
529,Salalah,OM,2021-12-05 23:06:41,17.0151,54.0924,71.31,41,0,7.54,clear sky
530,Rome,US,2021-12-05 23:06:42,34.257,-85.1647,62.31,84,75,1.99,broken clouds
531,Stolbishche,RU,2021-12-05 23:06:42,55.6468,49.216,23.45,85,75,8.99,broken clouds
532,Dehloran,IR,2021-12-05 23:06:42,32.6941,47.2679,62.42,25,16,9.78,few clouds
533,Marang,MY,2021-12-05 23:06:42,5.2056,103.2059,73.81,81,100,7.05,overcast clouds
534,Pico Rivera,US,2021-12-05 23:06:43,33.9831,-118.0967,79.68,67,1,5.75,haze
535,Russell,US,2021-12-05 23:03:40,32.3502,-85.1999,67.37,80,1,0.0,clear sky
536,Bulancak,TR,2021-12-05 23:06:43,40.9372,38.2291,46.22,93,0,0.0,clear sky
537,Cap-Aux-Meules,CA,2021-12-05 23:06:44,47.3821,-61.8597,31.5,58,100,27.07,overcast clouds
538,Vanimo,PG,2021-12-05 23:06:44,-2.6741,141.3028,84.56,70,96,4.56,overcast clouds
539,Aksu,CN,2021-12-05 23:06:44,41.1231,80.2644,29.61,46,100,1.03,overcast clouds
540,Tura,IN,2021-12-05 23:01:51,25.5198,90.2201,66.34,81,100,2.53,overcast clouds
541,Sobolevo,RU,2021-12-05 23:06:45,54.4299,31.8996,24.15,97,100,4.81,overcast clouds
542,Okha,RU,2021-12-05 23:06:45,53.5739,142.9478,8.33,94,84,5.86,broken clouds
543,Sesheke,ZM,2021-12-05 23:06:45,-17.4759,24.2968,70.61,72,100,2.77,overcast clouds
544,Balod,IN,2021-12-05 23:06:46,20.73,81.2047,63.59,96,2,3.58,clear sky
545,Ternate,ID,2021-12-05 23:06:46,0.8,127.4,82.24,79,94,9.73,overcast clouds
546,Strezhevoy,RU,2021-12-05 23:06:46,60.7333,77.5889,-0.02,99,100,4.38,overcast clouds
547,Nchelenge,ZM,2021-12-05 23:06:47,-9.3451,28.734,73.83,64,84,4.76,broken clouds
548,Rocha,UY,2021-12-05 23:06:27,-34.4833,-54.3333,61.07,97,86,5.23,overcast clouds
549,Okato,NZ,2021-12-05 23:06:47,-39.2,173.8833,67.42,96,100,14.07,moderate rain
550,Goldsboro,US,2021-12-05 23:07:47,35.3849,-77.9928,60.06,72,1,3.44,clear sky
551,Lagoa,PT,2021-12-05 23:03:07,39.05,-27.9833,63.07,75,84,11.9,broken clouds
552,Touros,BR,2021-12-05 23:04:17,-5.1989,-35.4608,81.5,78,63,15.64,broken clouds
553,Brooks,CA,2021-12-05 23:07:48,50.5834,-111.8851,4.03,75,86,4.09,overcast clouds
554,Jojoima,SL,2021-12-05 23:07:48,7.8792,-10.7878,76.28,87,94,2.86,overcast clouds
555,Stornoway,GB,2021-12-05 23:06:56,58.2093,-6.3865,41.94,71,75,8.01,broken clouds
556,Zakamensk,RU,2021-12-05 23:07:49,50.3741,103.2863,10.72,88,100,3.89,overcast clouds
557,Prince Rupert,CA,2021-12-05 23:07:49,54.3161,-130.3201,31.98,73,100,2.93,overcast clouds
558,Ahipara,NZ,2021-12-05 23:04:27,-35.1667,173.1667,74.77,66,56,9.86,broken clouds
559,Mayya,RU,2021-12-05 23:07:50,61.7333,130.2811,-26.28,99,100,3.04,overcast clouds
560,Ende,ID,2021-12-05 23:07:50,-8.8432,121.6623,78.4,87,100,1.72,overcast clouds
561,Liberal,US,2021-12-05 23:07:50,37.0431,-100.921,70.83,22,1,11.5,clear sky
562,Tateyama,JP,2021-12-05 23:07:51,34.9833,139.8667,50.09,77,100,11.5,overcast clouds
563,Verkhoshizhemye,RU,2021-12-05 23:07:51,58.011,49.1038,-1.1,98,20,3.02,few clouds
564,Ellisras,ZA,2021-12-05 23:07:51,-23.6649,27.7443,67.42,88,100,5.64,overcast clouds
565,Beli Potok,RS,2021-12-05 23:07:52,44.7061,20.5197,38.25,95,100,6.76,light rain
566,Valparaiso,CL,2021-12-05 23:07:52,-33.0393,-71.6273,63.48,80,20,5.75,few clouds
567,Floro,NO,2021-12-05 23:07:52,61.5996,5.0328,33.76,69,90,20.71,light snow
568,Pontes E Lacerda,BR,2021-12-05 23:03:38,-15.2261,-59.3353,75.65,95,99,3.06,heavy intensity rain
569,Marabba,SD,2021-12-05 23:05:47,12.35,32.1833,79.59,25,2,10.58,clear sky
570,Abu Dhabi,AE,2021-12-05 23:07:53,24.4667,54.3667,71.96,71,14,5.84,few clouds
571,Awallan,PH,2021-12-05 23:07:53,17.9244,121.913,67.87,93,62,1.32,broken clouds
572,Klaksvik,FO,2021-12-05 23:07:53,62.2266,-6.589,38.32,64,50,19.48,scattered clouds
573,Skelleftea,SE,2021-12-05 23:07:54,64.7507,20.9528,-10.84,84,75,3.44,light snow
574,Sabha,LY,2021-12-05 23:07:54,27.0377,14.4283,51.4,29,0,7.52,clear sky
575,Mount Isa,AU,2021-12-05 23:07:54,-20.7333,139.5,78.57,61,100,16.11,overcast clouds
576,Uzhur,RU,2021-12-05 23:03:13,55.3036,89.8339,20.79,91,99,6.26,overcast clouds
577,Senanga,ZM,2021-12-05 23:07:55,-16.1167,23.2667,68.29,85,94,5.64,moderate rain
578,North Bend,US,2021-12-05 23:05:10,43.4065,-124.2243,53.51,86,1,3.44,clear sky
579,Rustenburg,ZA,2021-12-05 23:07:55,-25.6676,27.2421,62.87,94,100,4.34,overcast clouds
580,Zetaquira,CO,2021-12-05 23:07:56,5.2822,-73.169,63.97,97,92,1.48,overcast clouds
581,Vryburg,ZA,2021-12-05 23:07:56,-26.9566,24.7284,61.77,73,72,4.5,broken clouds
582,Weinan,CN,2021-12-05 23:07:56,34.5036,109.5089,42.12,52,0,3.27,clear sky
583,Hauterive,FR,2021-12-05 23:07:57,46.0901,3.4459,39.96,97,100,6.96,overcast clouds
584,Ajdabiya,LY,2021-12-05 23:07:57,30.7554,20.2263,57.43,40,0,9.55,clear sky
585,Jos,NG,2021-12-05 23:07:57,9.9167,8.9,66.7,32,63,3.76,broken clouds
586,Basqal,AZ,2021-12-05 23:07:58,40.7552,48.391,27.12,38,81,6.08,broken clouds
587,Collie,AU,2021-12-05 23:07:58,-33.3667,116.15,57.97,65,37,12.57,scattered clouds
588,Lathrop,US,2021-12-05 23:07:58,37.8227,-121.2766,70.97,71,90,3.44,overcast clouds
589,San Patricio,US,2021-12-05 23:07:34,28.017,-97.5169,79.21,79,100,14.2,overcast clouds
590,Bonavista,CA,2021-12-05 23:06:31,48.6499,-53.1147,33.12,63,94,17.43,overcast clouds
591,Mayo,US,2021-12-05 23:07:59,38.8876,-76.5119,49.96,65,1,0.0,clear sky
592,Kodino,RU,2021-12-05 23:07:59,63.7198,39.6447,3.34,95,50,2.62,scattered clouds
593,Itaituba,BR,2021-12-05 23:09:00,-4.2761,-55.9836,77.59,85,100,1.97,overcast clouds
594,Llangefni,GB,2021-12-05 23:09:00,53.2556,-4.3106,42.73,87,89,3.44,overcast clouds
595,Paracuru,BR,2021-12-05 23:09:00,-3.41,-39.0306,83.1,78,7,14.43,clear sky
596,Zhoucun,CN,2021-12-05 23:09:01,36.8167,117.8167,42.78,54,96,1.48,overcast clouds
597,Nizwa,OM,2021-12-05 23:09:01,22.9333,57.5333,62.83,63,2,2.46,clear sky
598,Cantaura,VE,2021-12-05 23:09:01,9.3057,-64.3584,79.59,60,66,8.5,broken clouds
599,Aguie,NE,2021-12-05 23:09:02,13.506,7.7786,68.92,16,46,10.22,scattered clouds
600,Koumac,NC,2021-12-05 23:09:02,-20.5667,164.2833,83.26,67,10,2.86,clear sky
601,Walvis Bay,NA,2021-12-05 23:09:02,-22.9575,14.5053,59.09,86,0,10.16,clear sky
602,Sale,MA,2021-12-05 23:06:11,34.0389,-6.8166,53.64,100,35,0.0,scattered clouds
603,Bogacs,HU,2021-12-05 23:09:03,47.9,20.5333,34.56,98,100,5.79,overcast clouds
604,Zalantun,CN,2021-12-05 23:09:03,48.0,122.7167,21.51,67,2,16.71,clear sky
605,New Ulm,US,2021-12-05 23:09:03,44.3125,-94.4605,36.28,61,90,20.71,overcast clouds
606,Inongo,CD,2021-12-05 23:09:04,-1.95,18.2667,71.74,91,100,5.7,overcast clouds
607,Whitehorse,CA,2021-12-05 23:05:31,60.7161,-135.0538,-5.91,83,75,20.0,broken clouds
608,Lugovoy,KZ,2021-12-05 23:09:04,42.9472,72.7644,37.78,80,98,2.62,overcast clouds
609,Shushenskoye,RU,2021-12-05 23:09:05,53.325,91.9356,8.64,91,48,4.18,scattered clouds
610,Kupang,ID,2021-12-05 23:08:25,-10.1667,123.5833,81.18,94,75,3.44,broken clouds
611,Ruidoso,US,2021-12-05 23:09:05,33.3317,-105.673,58.86,13,1,11.5,clear sky
612,Fort-Shevchenko,KZ,2021-12-05 23:07:26,44.5086,50.263,44.92,64,98,2.3,overcast clouds
613,Betsiamites,CA,2021-12-05 23:09:05,48.9413,-68.646,14.05,73,38,11.07,scattered clouds
614,Chifeng,CN,2021-12-05 23:09:06,42.2683,118.9636,29.86,44,74,9.57,broken clouds
615,San Luis Rio Colorado,MX,2021-12-05 23:08:27,32.4631,-114.7767,82.6,12,0,10.29,clear sky
616,Rong Kwang,TH,2021-12-05 23:09:06,18.339,100.3174,60.55,81,12,1.79,few clouds
617,Petropavlivka,UA,2021-12-05 23:09:06,48.4564,36.4367,34.65,90,100,3.8,overcast clouds
618,Harper,LR,2021-12-05 23:09:07,4.375,-7.7169,80.4,81,24,8.75,few clouds
619,Marathon,US,2021-12-05 23:09:07,44.9,-89.7668,33.19,90,90,5.75,light snow
620,Yangambi,CD,2021-12-05 23:09:07,0.8102,24.4336,70.41,95,97,2.3,overcast clouds
621,Ayan,RU,2021-12-05 23:09:08,56.45,138.1667,21.4,67,100,6.02,overcast clouds
622,Giaveno,IT,2021-12-05 23:09:08,45.047,7.3492,36.32,56,74,1.99,broken clouds
623,Fuerte Olimpo,PY,2021-12-05 23:09:08,-21.0415,-57.8738,80.04,57,60,5.01,broken clouds
624,Moron,AR,2021-12-05 23:09:09,-34.6534,-58.6198,70.97,78,17,8.01,few clouds
625,Tevaitoa,PF,2021-12-05 23:09:09,-16.7833,-151.5,81.55,66,67,17.56,broken clouds
626,Finspang,SE,2021-12-05 23:09:09,58.7058,15.7674,19.51,86,53,6.78,broken clouds
627,Bilma,NE,2021-12-05 23:09:09,18.6853,12.9164,65.75,18,65,6.67,broken clouds
628,Bandundu,CD,2021-12-05 23:09:10,-3.3167,17.3667,73.09,93,100,1.66,overcast clouds
629,Moosomin,CA,2021-12-05 23:09:10,50.1333,-101.6677,3.9,91,100,18.54,overcast clouds
630,Boyabat,TR,2021-12-05 23:09:11,41.4689,34.7667,46.2,88,12,0.25,few clouds
631,Cabadiangan,PH,2021-12-05 23:09:11,9.7531,122.4739,75.24,86,84,7.25,broken clouds
632,Omboue,GA,2021-12-05 23:09:11,-1.5746,9.2618,76.96,92,100,7.9,moderate rain
633,Dongsheng,CN,2021-12-05 23:09:11,39.8161,109.9776,22.48,47,0,8.97,clear sky
634,Manokwari,ID,2021-12-05 23:09:12,-0.8667,134.0833,81.57,76,97,3.87,overcast clouds
635,Bloomington,US,2021-12-05 23:04:57,44.8408,-93.2983,38.75,67,90,20.0,overcast clouds
636,Irbil,IQ,2021-12-05 23:05:06,36.1926,44.0106,50.47,59,100,12.1,overcast clouds
637,Cascais,PT,2021-12-05 23:09:12,38.6979,-9.4215,57.61,72,8,1.01,clear sky
638,Bac Lieu,VN,2021-12-05 23:05:49,9.285,105.7244,70.66,88,100,8.12,overcast clouds
639,Koslan,RU,2021-12-05 23:09:13,63.4564,48.8989,9.66,95,61,5.55,broken clouds
640,Leticia,CO,2021-12-05 23:09:13,-4.2153,-69.9406,78.85,94,75,3.44,broken clouds
641,Waounde,SN,2021-12-05 23:09:13,15.2637,-12.8682,80.92,13,99,10.4,overcast clouds
642,Mangai,CD,2021-12-05 23:10:14,-4.05,19.5333,69.94,98,100,0.87,overcast clouds
643,San Quintin,MX,2021-12-05 23:05:29,30.4833,-115.95,64.04,73,0,14.76,clear sky
644,Springdale,US,2021-12-05 23:10:14,36.1867,-94.1288,68.2,89,90,17.0,overcast clouds
645,Emba,KZ,2021-12-05 23:10:15,48.8264,58.1442,26.8,78,100,6.31,overcast clouds
646,Odweyne,SO,2021-12-05 23:10:15,9.4092,45.064,61.72,56,10,2.82,clear sky
647,Gillette,US,2021-12-05 23:09:14,44.2911,-105.5022,20.25,78,75,18.99,broken clouds
648,Maniitsoq,GL,2021-12-05 23:10:15,65.4167,-52.9,26.24,76,100,32.35,light snow
649,Simao,CN,2021-12-05 23:10:16,22.7886,100.9748,54.81,77,91,2.08,overcast clouds
650,Leh,IN,2021-12-05 23:10:16,34.1667,77.5833,19.44,84,97,4.25,light snow
651,Tabas,IR,2021-12-05 23:10:16,33.5959,56.9244,50.29,34,64,1.66,broken clouds
652,Mahon,ES,2021-12-05 23:10:17,39.8885,4.2658,46.96,71,20,6.91,few clouds
653,Lingao,CN,2021-12-05 23:10:17,19.9103,109.6859,63.64,54,42,9.44,scattered clouds
654,Waingapu,ID,2021-12-05 23:10:18,-9.6567,120.2641,79.75,81,100,3.04,light rain
655,Alta Floresta,BR,2021-12-05 23:10:18,-9.8756,-56.0861,73.49,95,99,2.98,overcast clouds
656,Axim,GH,2021-12-05 23:07:04,4.8699,-2.2405,80.37,83,42,8.57,scattered clouds
657,Barcelona,ES,2021-12-05 23:10:18,41.3888,2.159,48.25,58,0,1.99,clear sky
658,Sayat,TM,2021-12-05 23:10:19,38.7839,63.8803,41.31,79,0,10.54,clear sky
659,Antalaha,MG,2021-12-05 23:10:19,-14.9003,50.2788,73.76,88,8,6.08,light rain
